PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Embarked,Title,FamilySize,IsAlone,AgeGroup,FarePerPerson,Deck,CabinKnown,TicketFrequency,NameLength,TitleGroup,FareLevel,Pclass_1,Pclass_2,Pclass_3,Sex_female,Sex_male,Embarked_C,Embarked_O,Embarked_Q,Embarked_S,TitleGroup_Common,TitleGroup_Military,TitleGroup_Noble,TitleGroup_Professional,AgeGroup_Niño,AgeGroup_Adolescente,AgeGroup_Adulto Joven,AgeGroup_Adulto,AgeGroup_Mayor,FareLevel_Muy bajo,FareLevel_Bajo,FareLevel_Medio,FareLevel_Alto,FareLevel_Muy alto,Deck_A,Deck_B,Deck_C,Deck_D,Deck_E,Deck_F,Deck_G,Deck_T,Deck_UK,Sex_LE,Embarked_LE,TitleGroup_LE,AgeGroup_LE,Deck_LE,TitleGroup_PF,AgeGroup_ordinal,FareLevel_ordinal,Pclass_ordinal
11,1,3,"Sandstrom, Miss. Marguerite Rut",female,-2.202348925734057,1.3736364246936756,0.0,PP 9549,-0.05874755290482868,S,Miss,1.3430273068253449,0,Niño,-0.8807194491210145,G,1,0.942683994968509,0.6857441845714386,Common,Medio,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,4,6,Common,1,3,1
12,1,1,"Bonnell, Miss. Elizabeth",female,0.112102160070797,-0.6798499588222058,0.0,113783,0.4168935400165574,S,Miss,-0.7910074553829461,1,Adulto Joven,0.9683465720421839,C,1,-0.7758032132758159,-0.12342892883925309,Common,Medio,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,2,2,Common,3,3,3
13,0,3,"Saundercock, Mr. William Henry",male,-0.7027518357759865,-0.6798499588222058,0.0,A/5. 2151,-0.8203050712727828,S,Mr,-0.7910074553829461,1,Adulto Joven,-0.4292993976243932,UK,0,-0.7758032132758159,0.5889389962929908,Common,Bajo,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,8,Common,3,2,1
14,0,3,"Andersson, Mr. Anders Johan",male,0.8037740395551075,1.3736364246936756,0.0,347082,0.5821262853522654,S,Mr,1.7684490154881385,0,Adulto,-1.1490798202511936,UK,0,1.7867250328142903,0.2645035031873031,Common,Alto,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,1,8,Common,4,4,1
15,0,3,"Vestrom, Miss. Hulda Amanda Adolfina",female,-1.2259887319312561,-0.6798499588222058,0.0,350406,-0.8459880488928652,S,Miss,-0.7910074553829461,1,Adolescente,-0.4593471579784967,UK,0,-0.7758032132758159,1.1033771318158903,Common,Bajo,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,8,Common,2,2,1
16,1,2,"Hewlett, Mrs. (Mary D Kingcome) ",female,1.967015690510982,-0.6798499588222058,0.0,248706,-0.10315978261978012,S,Mrs,-0.7910074553829461,1,Adulto,0.39283064379292393,UK,0,-0.7758032132758159,0.7776472638999945,Common,Medio,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,1,8,Common,4,3,2
17,0,3,"Rice, Master. Eugene",male,-2.202348925734057,1.7493643637172223,0.0,382652,0.5104795339195268,Q,Master,1.7298557257357405,0,Niño,-1.0481092430913483,UK,0,1.707495022891082,-0.7801286562049328,Common,Medio,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,4,8,Common,1,3,1
18,1,2,"Williams, Mr. Charles Eugene",male,0.19063166656545946,-0.6798499588222058,0.0,244373,-0.3193229799294959,S,Mr,-0.7910074553829461,1,Adulto Joven,0.14847514953126886,UK,0,-0.7758032132758159,0.3788373135823231,Common,Bajo,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,8,Common,3,2,2
19,0,3,"Vander Planke, Mrs. Julius (Emelia Maria Vandemoortele)",female,0.19063166656545946,1.3736364246936756,0.0,345763,0.018836581953475123,S,Mrs,0.8366964171969096,0,Adulto Joven,-0.2935066308498822,UK,0,-0.7758032132758159,2.0965761689869287,Common,Medio,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,8,Common,3,3,1
20,1,3,"Masselmani, Mrs. Fatima",female,0.19063166656545946,-0.6798499588222058,0.0,2649,-0.9329478684072754,C,Mrs,-0.7910074553829461,1,Adulto Joven,-0.5613937292001869,UK,0,-0.7758032132758159,-0.2704552509764831,Common,Muy bajo,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,8,Common,3,1,1
21,0,2,"Fynney, Mr. Joseph J",male,0.5003684649227577,-0.6798499588222058,0.0,239865,0.3956591744386564,S,Mr,-0.7910074553829461,1,Adulto Joven,0.9451922514248936,UK,0,0.942683994968509,-0.7801286562049328,Common,Medio,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,8,Common,3,3,2
22,1,2,"Beesley, Mr. Lawrence",male,0.4235609511236895,-0.6798499588222058,0.0,248698,-0.3193229799294959,S,Mr,-0.7910074553829461,1,Adulto Joven,0.14847514953126886,D,1,-0.7758032132758159,-0.5974280578849122,Common,Bajo,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,3,0,2,3,Common,3,2,2
23,1,3,"McGowan, Miss. Anna ""Annie""",female,-1.1364190558282972,-0.6798499588222058,0.0,330923,-0.8230042953277305,Q,Miss,-0.7910074553829461,1,Adolescente,-0.43245539747881867,UK,0,-0.7758032132758159,0.2645035031873031,Common,Bajo,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,8,Common,2,2,1
24,1,1,"Sloper, Mr. William Thompson",male,-0.046389406954650755,-0.6798499588222058,0.0,113788,0.7087863704522583,S,Mr,-0.7910074553829461,1,Adulto Joven,1.2836311926017563,A,1,-0.7758032132758159,0.3788373135823231,Common,Alto,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,0,2,0,Common,3,4,3
25,0,3,"Palsson, Miss. Torborg Danira",female,-1.790827636182987,1.7188893139379924,0.0,349909,0.18128202877258856,S,Miss,1.6675115068640607,0,Niño,-1.2197642969879052,UK,0,1.6161124467673484,0.48679903740386254,Common,Medio,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,8,Common,1,3,1
26,1,3,"Asplund, Mrs. Carl Oscar (Selma Augusta Emilia Johansson)",female,0.7284724955119514,1.3736364246936756,0.0,347077,0.5857298524781898,S,Mrs,1.7684490154881385,0,Adulto,-1.1447160059135981,UK,0,1.6161124467673484,2.1688143820544954,Common,Alto,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,1,8,Common,4,4,1
27,0,3,"Emir, Mr. Farred Chehab",male,-0.12639025616755545,-0.6798499588222058,0.0,2631,-0.9329478684072754,C,Mr,-0.7910074553829461,1,Adulto Joven,-0.5613937292001869,UK,0,-0.7758032132758159,-0.2704552509764831,Common,Muy bajo,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,8,Common,3,1,1
28,0,1,"Fortune, Mr. Charles Alexander",male,-0.7877942952675899,1.7188893139379924,0.0,19950,2.549898263179975,S,Mr,1.7298557257357405,0,Adulto Joven,1.5052394712549393,C,1,1.6161124467673484,0.5889389962929908,Common,Muy alto,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,0,2,2,Common,3,5,3
29,1,3,"O'Dwyer, Miss. Ellen ""Nellie""",female,-0.873629353576102,-0.6798499588222058,0.0,330959,-0.8426742734279005,Q,Miss,-0.7910074553829461,1,Adolescente,-0.4554678781174178,UK,0,-0.7758032132758159,0.48679903740386254,Common,Bajo,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,8,Common,2,2,1
30,0,3,"Todoroff, Mr. Lalio",male,-0.12639025616755545,-0.6798499588222058,0.0,349216,-0.8404795799933928,S,Mr,-0.7910074553829461,1,Adulto Joven,-0.4528990350144644,UK,0,-0.7758032132758159,-0.9778910655957249,Common,Bajo,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,8,Common,3,2,1
31,0,1,"Uruchurtu, Don. Manuel E",male,0.8787272298081026,-0.6798499588222058,0.0,PC 17601,0.46058607331150914,C,Don,-0.7910074553829461,1,Adulto,1.0158967988523522,UK,0,-0.7758032132758159,-0.12342892883925309,Noble,Medio,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,8,Rare,4,3,3
32,1,1,"Spencer, Mrs. William Augustus (Marie Eugenie)",female,1.1015946202702982,1.3736364246936756,0.0,PC 17569,2.044834041380207,C,Mrs,0.8366964171969096,0,Adulto,2.0189523500222424,B,1,0.942683994968509,1.7096796465381807,Common,Muy alto,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,Common,4,5,3
33,1,3,"Glynn, Miss. Mary Agatha",female,-0.873629353576102,-0.6798499588222058,0.0,335677,-0.8599113609682942,Q,Miss,-0.7910074553829461,1,Adolescente,-0.47565407106422214,UK,0,-0.7758032132758159,-0.12342892883925309,Common,Bajo,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,8,Common,2,2,1
34,0,2,"Wheadon, Mr. Edward H",male,2.244259386101509,-0.6798499588222058,0.0,C.A. 24579,-0.5425557224776316,S,Mr,-0.7910074553829461,1,Mayor,-0.10700773247780111,UK,0,-0.7758032132758159,-0.5974280578849122,Common,Bajo,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,3,8,Common,5,2,2
35,0,1,"Meyer, Mr. Edgar Joseph",male,-0.046389406954650755,1.3736364246936756,0.0,PC 17604,1.5186068727226518,C,Mr,0.8366964171969096,0,Adulto Joven,1.4378563012842478,UK,0,0.942683994968509,-0.2704552509764831,Common,Alto,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,2,8,Common,3,4,3
36,0,1,"Holverson, Mr. Alexander Oskar",male,1.0276282324943926,1.3736364246936756,0.0,113789,1.0836220294253396,S,Mr,0.8366964171969096,0,Adulto,0.9451922514248936,UK,0,0.942683994968509,0.5889389962929908,Common,Alto,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,1,8,Common,4,4,3
37,1,3,"Mamee, Mr. Hanna",male,-0.12639025616755545,-0.6798499588222058,0.0,2677,-0.9323434650800709,C,Mr,-0.7910074553829461,1,Adulto Joven,-0.5606828276177127,UK,0,-0.7758032132758159,-1.6846989603572866,Common,Muy bajo,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,8,Common,3,1,1
38,0,3,"Cann, Mr. Ernest Charles",male,-0.6184573953635322,-0.6798499588222058,0.0,A./5. 2152,-0.8203050712727828,S,Mr,-0.7910074553829461,1,Adulto Joven,-0.4292993976243932,UK,0,-0.7758032132758159,-0.12342892883925309,Common,Bajo,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,8,Common,3,2,1
39,0,3,"Vander Planke, Miss. Augusta Maria",female,-0.873629353576102,1.6424127844293754,0.0,345764,0.018836581953475123,S,Miss,1.3430273068253449,0,Adolescente,-0.7889154322880987,UK,0,0.942683994968509,0.9482497949584735,Common,Medio,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,8,Common,2,3,1
40,1,3,"Nicola-Yarred, Miss. Jamila",female,-0.873629353576102,1.3736364246936756,0.0,2651,-0.4711616072335096,C,Miss,0.8366964171969096,0,Adolescente,-0.868861357682967,UK,0,0.942683994968509,0.2645035031873031,Common,Bajo,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,Common,2,2,1
41,0,3,"Ahlin, Mrs. Johan (Johanna Persdotter Larsson)",female,0.19063166656545946,1.3736364246936756,0.0,7546,-0.6500103601428834,S,Mrs,0.8366964171969096,0,Adulto Joven,-1.0777675115142589,UK,0,-0.7758032132758159,1.7096796465381807,Common,Bajo,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,8,Common,3,2,1
42,0,2,"Turpin, Mrs. William John Robert (Dorothy Ann Wonnacott)",female,-0.12639025616755545,1.3736364246936756,0.0,11668,0.17762288771565468,S,Mrs,0.8366964171969096,0,Adulto Joven,-0.10700773247780111,UK,0,0.942683994968509,2.133221998649352,Common,Medio,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,8,Common,3,3,2
43,0,3,"Kraeff, Mr. Theodor",male,-0.12639025616755545,-0.6798499588222058,0.0,349253,-0.8404795799933928,C,Mr,-0.7910074553829461,1,Adulto Joven,-0.4528990350144644,UK,0,-0.7758032132758159,-0.9778910655957249,Common,Bajo,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,8,Common,3,2,1
44,1,2,"Laroche, Miss. Simonne Marie Anne Andree",female,-2.202348925734057,1.3736364246936756,0.0,SC/Paris 2123,0.8652654891064159,C,Miss,1.5582148359874182,0,Niño,-0.11914234546437982,UK,0,1.4254798398680424,1.3753499416303687,Common,Alto,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,8,Common,1,4,2
45,1,3,"Devaney, Miss. Margaret Delia",female,-0.7877942952675899,-0.6798499588222058,0.0,330958,-0.8426742734279005,Q,Miss,-0.7910074553829461,1,Adulto Joven,-0.4554678781174178,UK,0,-0.7758032132758159,0.48679903740386254,Common,Bajo,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,8,Common,3,2,1
46,0,3,"Rogers, Mr. William John",male,-0.12639025616755545,-0.6798499588222058,0.0,S.C./A.4. 23567,-0.8203050712727828,S,Mr,-0.7910074553829461,1,Adulto Joven,-0.4292993976243932,UK,0,-0.7758032132758159,-0.12342892883925309,Common,Bajo,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,8,Common,3,2,1
47,0,3,"Lennon, Mr. Denis",male,-0.12639025616755545,1.3736364246936756,0.0,370371,-0.13613010108942972,Q,Mr,0.8366964171969096,0,Adulto Joven,-0.47565407106422214,UK,0,-0.7758032132758159,-1.4273934194170703,Common,Medio,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,8,Common,3,3,1
48,1,3,"O'Driscoll, Miss. Bridget",female,-0.873629353576102,-0.6798499588222058,0.0,14311,-0.8599113609682942,Q,Miss,-0.7910074553829461,1,Adolescente,-0.47565407106422214,UK,0,-0.7758032132758159,0.014134128592590342,Common,Bajo,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,8,Common,2,2,1
49,0,3,"Samaan, Mr. Youssef",male,-0.12639025616755545,1.6424127844293754,0.0,2662,0.21027131901276258,C,Mr,1.3430273068253449,0,Adulto Joven,-0.5611567151872973,UK,0,-0.7758032132758159,-0.9778910655957249,Common,Medio,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,8,Common,3,3,1
50,0,3,"Arnold-Franchi, Mrs. Josef (Josefine Franchi)",female,-0.873629353576102,1.3736364246936756,0.0,349237,0.00728676677549173,S,Mrs,0.8366964171969096,0,Adolescente,-0.3070802479215654,UK,0,0.942683994968509,1.6590191335174524,Common,Medio,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,8,Common,2,3,1
51,0,3,"Panula, Master. Juha Niilo",male,-1.8909627975870282,1.7493643637172223,0.0,3101295,0.8193498973730275,S,Master,1.7298557257357405,0,Niño,-0.6694502267647175,UK,0,1.757189617796326,0.1431730875345224,Common,Alto,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,4,8,Common,1,4,1
52,0,3,"Nosworthy, Mr. Richard Cater",male,-0.6184573953635322,-0.6798499588222058,0.0,A/4. 39886,-0.8532077240724597,S,Mr,-0.7910074553829461,1,Adulto Joven,-0.4678012825345121,UK,0,-0.7758032132758159,0.3788373135823231,Common,Bajo,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,2,8,Common,3,2,1
53,1,1,"Harper, Mrs. Henry Sleeper (Myna Haxtun)",female,1.5391325071109692,1.3736364246936756,0.0,PC 17572,1.4545037519963737,C,Mrs,0.8366964171969096,0,Adulto,1.3659066903929136,D,1,1.4254798398680424,1.3753499416303687,Common,Alto,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,Common,4,4,3
54,1,2,"Faunthorpe, Mrs. Lizzie (Elizabeth Anne Wilkinson)",female,0.03310136474365555,1.3736364246936756,0.0,2926,0.3956591744386564,S,Mrs,0.8366964171969096,0,Adulto Joven,0.14847514953126886,UK,0,-0.7758032132758159,1.895639032922252,Common,Medio,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,8,Common,3,3,2
55,0,1,"Ostby, Mr. Engelhart Cornelius",male,2.244259386101509,-0.6798499588222058,0.0,113509,1.2524228580570047,C,Mr,0.8366964171969096,0,Mayor,1.1375763823584764,B,1,-0.7758032132758159,0.5889389962929908,Common,Alto,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,1,Common,5,4,3
56,1,1,"Woolner, Mr. Hugh",male,1.0276282324943926,-0.6798499588222058,0.0,19947,0.7087863704522583,S,Mr,-0.7910074553829461,1,Adulto,1.2836311926017563,C,1,-0.7758032132758159,-1.4273934194170703,Common,Alto,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,3,0,1,2,Common,4,4,3
57,1,2,"Rugg, Miss. Emily",female,-0.36967905650512467,-0.6798499588222058,0.0,C.A. 31026,-0.5425557224776316,S,Miss,-0.7910074553829461,1,Adulto Joven,-0.10700773247780111,UK,0,-0.7758032132758159,-1.4273934194170703,Common,Bajo,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,8,Common,3,2,2
58,0,3,"Novel, Mr. Mansouer",male,-0.046389406954650755,-0.6798499588222058,0.0,2697,-0.9323434650800709,C,Mr,-0.7910074553829461,1,Adulto Joven,-0.5606828276177127,UK,0,-0.7758032132758159,-0.9778910655957249,Common,Muy bajo,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,8,Common,3,1,1
59,1,2,"West, Miss. Constance Mirium",female,-2.098705602356322,1.3736364246936756,0.0,C.A. 34651,0.46165064507252157,S,Miss,1.5582148359874182,0,Niño,-0.6110843285454288,UK,0,1.4254798398680424,0.3788373135823231,Common,Medio,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,3,0,4,8,Common,1,3,2
60,0,3,"Goodwin, Master. William Frederick",male,-2.202348925734057,1.7640787125647512,0.0,CA 2144,0.9832896294672057,S,Master,1.793838582001194,0,Niño,-0.8173141216068759,UK,0,1.757189617796326,0.9482497949584735,Common,Alto,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,0,4,8,Common,1,4,1
61,0,3,"Sirayanian, Mr. Orsen",male,-0.5348708087957197,-0.6798499588222058,0.0,2669,-0.9323434650800709,C,Mr,-0.7910074553829461,1,Adulto Joven,-0.5606828276177127,UK,0,-0.7758032132758159,-0.5974280578849122,Common,Muy bajo,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,8,Common,3,1,1
